timestamp,value,status
1749505064.7715163,,error
1749505066.7008953,,error
1749505067.7175238,,error
1749505071.6218605,,error
1749505072.677404,,error
1749505073.6838624,,error
1749505076.7302668,,error
1749505077.7411902,,error
1749505078.7779603,,error
1749505081.8126738,,error
1749505082.8339133,,error
1749505083.8563988,,error
1749505086.884064,,error
1749505087.890371,,error
1749505088.917934,,error
1749505091.9607668,,error
1749505092.9888022,,error
1749505093.9959972,,error
1749505097.0181181,,error
1749505098.0251386,,error
1749505099.6281393,,error
1749505102.6502032,,error
1749505103.6693125,,error
1749505104.6905844,,error
1749505107.7247899,,error
1749505108.7451825,,error
1749505109.7620971,,error
1749505112.78794,,error
1749505113.8066359,,error
1749505114.831809,,error
1749505117.8582444,,error
1749505118.8683825,,error
1749505119.8788457,,error
1749505122.906957,,error
1749505123.9246678,,error
1749505124.9365308,,error
1749505128.6241853,,error
1749505129.943541,,error
1749505130.9557579,,error
1749505133.993073,,error
1749505135.0031767,,error
1749505136.011803,,error
1749505139.0383086,,error
1749505140.0493555,,error
1749505141.0566492,,error
1749505144.117045,,error
1749505145.12559,,error
1749505146.1395257,,error
1749505149.1631143,,error
1749505150.1734722,,error
1749505151.1839283,,error
1749505154.1998985,,error
1749505155.21532,,error
1749505156.2273483,,error
1749505159.5051804,,error
1749505160.5186217,,error
1749505161.543225,,error
1749505164.61412,,error
1749505165.6381016,,error
1749505166.654877,,error
1749505169.6892188,,error
1749505170.7100964,,error
1749505171.7327728,,error
1749505174.7499053,,error
1749505175.7582529,,error
1749505176.7705803,,error
1749505179.7970786,,error
1749505180.8050814,,error
1749505181.8154478,,error
1749505184.8392186,,error
1749505185.85931,,error
1749505186.873775,,error
1749505189.8972833,,error
1749505190.9079714,,error
1749505191.9178483,,error
1749505194.9510715,,error
1749505195.9604082,,error
1749505196.9824774,,error
1749505200.021592,,error
1749505201.0305626,,error
1749505202.049618,,error
1749505205.0823128,,error
1749505206.0909605,,error
1749505207.1055915,,error
1749505210.1340714,,error
1749505211.143163,,error
1749505212.1606004,,error
1749505215.2017686,,error
1749505216.2157278,,error
1749505217.2247589,,error
1749505220.2453809,,error
1749505221.2543852,,error
1749505222.2675445,,error
1749505225.2860372,,error
1749505226.293911,,error
1749505227.307186,,error
1749505230.3268666,,error
1749505231.3526516,,error
1749505232.3679473,,error
1749505235.3938997,,error
1749505236.4000947,,error
1749505237.4117303,,error
1749505240.436516,,error
1749505241.473064,,error
1749505242.4886174,,error
1749505245.5194254,,error
1749505246.536918,,error
1749505247.5543654,,error
1749505250.5817437,,error
1749505251.5939283,,error
1749505252.6060138,,error
1749505255.6233008,,error
1749505256.629551,,error
1749505257.6419165,,error
1749505260.680394,,error
1749505261.6886315,,error
1749505262.702162,,error
1749505265.7326293,,error
1749505266.7447937,,error
1749505267.7537382,,error
1749505270.7738955,,error
1749505271.792992,,error
1749505272.8054574,,error
1749505275.8269727,,error
1749505276.8344748,,error
1749505277.8439565,,error
1749505280.861359,,error
1749505281.8870683,,error
1749505282.8976176,,error
1749505285.917974,,error
1749505286.9332864,,error
1749505287.9397473,,error
1749505290.9549344,,error
1749505291.9636242,,error
1749505292.9793687,,error
1749505296.0213883,,error
1749505297.0412714,,error
1749505298.058289,,error
1749505301.1220121,,error
1749505302.1437147,,error
1749505303.1572554,,error
1749505306.1800284,,error
1749505307.1950479,,error
1749505308.2053306,,error
1749505311.226559,,error
1749505312.2367866,,error
1749505313.2461162,,error
1749505316.2729614,,error
1749505317.2782702,,error
1749505318.2872574,,error
1749505321.315938,,error
1749505322.324057,,error
1749505323.3312614,,error
1749505326.3692815,,error
1749505327.390295,,error
1749505329.2127676,,error
1749505332.2476535,,error
1749505333.2601676,,error
1749505334.2687838,,error
1749505337.3008223,,error
1749505338.3074846,,error
1749505339.3158894,,error
1749505342.3357475,,error
1749505343.350301,,error
1749505344.3610203,,error
1749505347.3788667,,error
1749505348.389088,,error
1749505349.4043162,,error
1749505352.4234796,,error
1749505353.430762,,error
1749505354.442277,,error
1749505357.4741702,,error
1749505358.8054576,,error
1749505359.8235672,,error
1749505362.8396502,,error
1749505363.8530135,,error
1749505364.8610098,,error
1749505367.9574552,,error
1749505368.967638,,error
1749505369.9792297,,error
1749505372.9974568,,error
1749505374.0045922,,error
1749505375.0252094,,error
1749505378.0492988,,error
1749505379.1136065,,error
1749505380.1293244,,error
1749505383.1463015,,error
1749505384.1630967,,error
1749505385.1734052,,error
1749505388.1970549,,error
1749505389.2072804,,error
1749505390.2170715,,error
1749505393.243391,,error
1749505394.2556038,,error
1749505395.2612278,,error
1749505398.282724,,error
1749505399.3006632,,error
1749505400.313056,,error
1749505403.3413696,,error
1749505404.3550987,,error
1749505405.3688955,,error
1749505408.388656,,error
1749505409.3958318,,error
1749505410.401925,,error
1749505413.4416566,,error
1749505414.4672396,,error
1749505415.5025523,,error
1749505418.5246215,,error
1749505419.5290108,,error
1749505420.5402744,,error
1749505423.5610712,,error
1749505424.5718174,,error
1749505425.5784094,,error
1749505428.8816276,,error
1749505429.8965514,,error
1749505430.9115174,,error
1749505433.96789,,error
1749505434.9838414,,error
1749505436.0210676,,error
1749505439.222731,,error
1749505440.2400966,,error
1749505441.24768,,error
1749505442.4855268,,offline
1749505443.4960604,,offline
1749505444.5106614,,offline
1749505445.521944,,offline
1749505446.5280645,,offline
1749505447.5352757,,offline
1749505448.5574446,,offline
1749505449.571987,,offline
1749505450.5812395,,offline
1749505451.6004765,,offline
1749505452.6072261,,offline
1749505453.6162953,,offline
1749505454.6271644,,offline
1749505455.6377687,,offline
1749505456.6501162,,offline
1749505457.6629899,,offline
1749505458.9278758,,offline
1749505459.9311335,,offline
1749505460.9478562,,offline
1749505461.957838,,offline
1749505462.9654114,,offline
1749505463.9756982,,offline
1749505464.9857218,,offline
1749505465.9933026,,offline
1749505467.0272093,,offline
1749505468.0378094,,offline
1749505469.2166758,,offline
