timestamp,value,status
1749492973.710059,26.775448260576105,ok
1749492974.7288668,28.67124223622774,ok
1749492975.750527,24.317805129408967,ok
1749492976.7593796,25.862811693064693,ok
1749492977.7687662,24.78360560720322,ok
1749492978.7786038,25.860343559043493,ok
1749492979.9092684,23.277091560072577,ok
1749492980.9194133,24.70426948402411,ok
1749492981.9228823,20.769903930199142,ok
1749492982.9393055,27.59579045247864,ok
1749492983.9555748,26.263002485699054,ok
1749492984.9700432,20.660963528338367,ok
1749492985.9759483,20.381132987559297,ok
1749492986.980494,27.12041144207596,ok
1749492987.987784,26.917711145909006,ok
1749492988.992341,25.2993596226957,ok
1749492990.0014894,23.207761101170927,ok
1749492991.0073156,26.795609795011394,ok
1749492992.0201972,23.183339905128364,ok
1749492993.0381644,29.413754503616595,ok
1749492994.0462987,20.950769379475663,ok
1749492995.053752,26.519799478466496,ok
1749492996.0695965,22.299935054920788,ok
1749492997.0815165,20.945181537574555,ok
1749492998.0954795,27.526804338799856,ok
1749492999.1035392,25.871474893228434,ok
1749493000.2147882,26.56880401718864,ok
1749493001.2233436,24.9378392375943,ok
1749493002.229138,25.651614865547486,ok
1749493003.2362106,21.340821429826676,ok
1749493004.2515574,22.680827228124897,ok
1749493005.256658,27.902685350278084,ok
1749493006.27109,21.68175962576978,ok
1749493007.308471,26.763372192056,ok
1749493008.3165076,25.873109901790855,ok
1749493009.3200755,24.71785596599028,ok
1749493010.3444567,25.999652225685058,ok
1749493011.3480785,24.59192877196184,ok
1749493012.3515587,27.321886261525847,ok
1749493013.3753204,21.12869143075239,ok
1749493014.3856993,21.409728060537525,ok
1749493015.4031107,27.885915666232712,ok
1749493016.413442,29.982186951851403,ok
1749493017.431075,27.271637092350822,ok
1749493018.4386268,23.064081889047912,ok
1749493019.4434993,28.20570699815771,ok
1749493020.4519167,24.150260953098357,ok
1749493021.468909,25.157500350437324,ok
1749493022.4719312,25.459110399636565,ok
1749493023.4817555,25.43526058491487,ok
1749493024.485167,24.265026345253656,ok
1749493025.48777,20.535096591234897,ok
1749493026.504197,21.43808725088756,ok
1749493027.5171654,21.504502758696233,ok
1749493028.5279,21.388482913653686,ok
1749493029.5337527,23.93268609466993,ok
1749493030.5395663,29.869938256513308,ok
1749493031.5431964,23.632203979496722,ok
1749493042.497599,24.400849275221017,ok
1749493043.5109768,24.567790757301864,ok
1749493044.5148206,27.888652934315754,ok
1749493045.5188503,26.589252866709582,ok
1749493046.5241284,20.1651033172433,ok
1749493047.5291605,22.40798757690167,ok
1749493048.5421782,24.355705376286057,ok
1749493049.5456998,29.308867836742685,ok
1749493050.5571969,26.26892872233528,ok
1749493057.0514486,,offline
1749493058.0659962,,offline
1749493059.0884073,,offline
1749493060.1103284,28.82625802965873,ok
1749493061.1169255,27.78716271410296,ok
1749493062.1192381,23.927533846020918,ok
1749493063.1357493,23.607771294100296,ok
1749493064.1532533,23.78819306038479,ok
1749493065.1601748,23.828728352648714,ok
1749493066.1635473,25.033630314843514,ok
1749493067.177688,24.785979629243943,ok
1749493068.186739,25.711957118595038,ok
1749493069.196988,20.417578982173506,ok
1749493070.208507,28.650170438464887,ok
1749493071.2161815,21.149135072112017,ok
1749493072.2336469,21.852660982356397,ok
1749493073.238232,20.544056774837074,ok
1749493074.246752,29.85610541370336,ok
