timestamp,value,status
1749374717.250081,97.09,ok
1749374718.2623663,69.54,ok
1749374719.2769625,94.22,ok
1749374720.2856658,33.63,ok
1749374721.2982752,40.24,ok
1749374722.3043675,60.66,ok
1749374723.311481,11.88,ok
1749374724.3249164,97.15,ok
1749374725.337002,62.95,ok
timestamp,value,status
1749374720.2135608,2.14,ok
1749374721.2224402,96.93,ok
1749374722.2268603,84.62,ok
1749374723.2477715,52.75,ok
1749374724.2624114,99.64,ok
1749374725.273663,95.95,ok
1749374726.2889318,88.51,ok
1749374727.3004746,42.99,ok
1749374728.3113742,39.82,ok
1749374726.3528354,28.06,ok
1749374727.3638144,45.29,ok
1749374728.3750381,30.4,ok
1749374729.3868732,39.66,ok
1749374730.3961134,71.51,ok
1749374731.4098222,66.45,ok
1749374732.4246752,87.56,ok
1749374733.435653,64.25,ok
1749374734.4526,13.09,ok
1749374735.4647553,21.28,ok
1749374729.3246884,3.56,ok
1749374730.3345437,95.22,ok
1749374731.3477776,64.54,ok
1749374732.3622603,60.09,ok
1749374733.3753142,98.3,ok
1749374734.3930833,63.92,ok
1749374735.4051573,61.25,ok
1749374736.413617,10.55,ok
1749374737.4242344,41.84,ok
1749374738.4354906,12.95,ok
1749374736.4914134,41.59,ok
1749374737.50291,14.22,ok
1749374738.5115285,66.99,ok
1749374739.5161755,26.11,ok
1749374740.5315208,23.15,ok
1749374741.5348048,11.36,ok
1749374742.547521,67.83,ok
1749374743.5560937,45.0,ok
1749374744.5673177,19.21,ok
1749374745.5728161,42.32,ok
1749374739.4405887,29.21,ok
1749374740.4524403,12.09,ok
1749374741.4568076,16.67,ok
1749374742.469808,1.27,ok
1749374743.4787579,84.7,ok
1749374744.4893084,7.91,ok
1749374745.4948928,79.87,ok
1749374746.5031576,88.61,ok
1749374747.5143692,0.14,ok
1749374748.5266304,61.64,ok
1749374746.583148,21.23,ok
1749374747.5941684,67.3,ok
1749374748.6055317,24.16,ok
1749374749.6128232,42.3,ok
1749374750.6262963,94.23,ok
1749374751.6402624,52.81,ok
1749374752.6482363,14.14,ok
1749374753.662218,85.6,ok
1749374754.6743834,71.44,ok
1749374755.6792035,12.57,ok
1749374749.5335374,6.1,ok
1749374750.5481691,66.2,ok
1749374751.5605745,15.06,ok
1749374752.569533,32.87,ok
1749374753.5837321,62.77,ok
1749374754.5956118,80.05,ok
1749374755.6028051,24.95,ok
1749374756.6094382,99.82,ok
1749374757.6199162,43.74,ok
1749374758.625303,35.6,ok
1749374756.6874955,99.11,ok
1749374757.6969728,83.48,ok
1749374758.7025225,24.36,ok
1749374759.7103617,9.76,ok
1749374760.7165382,75.44,ok
1749374761.7315493,43.69,ok
1749374762.739057,76.9,ok
1749374763.7564948,73.37,ok
1749374764.765182,8.14,ok
1749374765.7766378,29.49,ok
1749374759.6300697,80.0,ok
1749374760.6381323,96.31,ok
1749374761.6498437,70.96,ok
1749374762.6612122,67.34,ok
1749374763.6770363,14.17,ok
1749374764.6877584,71.56,ok
1749374765.6986575,7.52,ok
1749374766.7135234,0.88,ok
1749374767.7166157,58.27,ok
1749374768.7246108,70.26,ok
1749374766.7875602,50.74,ok
1749374767.794313,3.26,ok
1749374768.8013906,4.9,ok
1749374769.8112586,37.71,ok
1749374770.823687,6.92,ok
1749374771.8314452,71.22,ok
1749374772.8374887,77.56,ok
1749374773.8479304,30.11,ok
1749374774.858025,99.41,ok
1749374775.866648,59.57,ok
1749374769.7334523,96.57,ok
1749374770.7458508,71.71,ok
1749374771.7582688,44.72,ok
1749374772.7754982,86.07,ok
1749374773.785323,4.83,ok
1749374774.7951298,12.9,ok
1749374775.8036256,76.32,ok
1749374776.811488,38.11,ok
1749374777.8210084,75.95,ok
1749374778.831414,95.53,ok
1749374776.8741632,44.61,ok
1749374777.882146,68.09,ok
1749374778.893212,81.38,ok
1749374779.9013963,79.94,ok
1749374780.913068,73.51,ok
1749374781.9279451,98.4,ok
1749374782.9414365,16.5,ok
1749374783.9507763,45.14,ok
1749374784.9642646,18.66,ok
1749374785.969078,47.49,ok
1749374779.8386216,10.79,ok
1749374780.8535373,92.8,ok
1749374781.865353,92.81,ok
1749374782.8778102,77.15,ok
1749374783.8881712,46.39,ok
1749374784.9024837,75.06,ok
1749374785.907258,53.39,ok
